architecture,activation,learning_rate,dropout,batch_size,weight_decay,neurons_1,neurons_2,val_rmse,val_r2,neurons_3,neurons_4
three_layer,tanh,0.0001,0.3,32,0.0001,128,32,0.7522809505462646,0.6216073036193848,32.0,
three_layer,tanh,0.0001,0.3,32,1e-05,64,64,0.7523714900016785,0.621516227722168,16.0,
three_layer,relu,0.0005,0.3,64,1e-05,128,64,0.7524139285087585,0.6214734315872192,16.0,
two_layer,relu,0.001,0.1,64,0.001,64,32,0.7524319291114807,0.6214554309844971,,
four_layer,relu,0.001,0.1,32,0.0001,64,64,0.7525697946548462,0.62131667137146,32.0,16.0
four_layer,tanh,0.0001,0.3,32,0.001,64,64,0.752672016620636,0.6212137937545776,32.0,16.0
three_layer,relu,0.0005,0.3,64,0.0001,64,64,0.75274258852005,0.6211427450180054,16.0,
two_layer,tanh,0.0001,0.3,32,0.0001,64,32,0.7527595162391663,0.6211256980895996,,
two_layer,tanh,0.001,0.3,32,0.0001,64,64,0.7530006766319275,0.6208829283714294,,
three_layer,tanh,0.001,0.1,32,1e-05,64,32,0.7530781626701355,0.6208049058914185,32.0,
two_layer,relu,0.001,0.3,64,0.0001,128,32,0.753079891204834,0.6208031177520752,,
three_layer,tanh,0.0001,0.3,32,1e-05,64,64,0.7531595230102539,0.6207229495048523,32.0,
four_layer,relu,0.001,0.1,64,0.001,64,64,0.7531648874282837,0.6207175254821777,16.0,16.0
three_layer,tanh,0.0001,0.3,32,0.001,128,32,0.7532854676246643,0.6205960512161255,16.0,
four_layer,tanh,0.001,0.3,32,1e-05,64,32,0.7533460855484009,0.6205350160598755,16.0,16.0
two_layer,tanh,0.001,0.3,64,1e-05,64,32,0.7534574866294861,0.6204227805137634,,
four_layer,tanh,0.001,0.1,64,0.0001,128,64,0.7535744905471802,0.6203048825263977,16.0,16.0
two_layer,tanh,0.0001,0.3,64,0.0001,128,64,0.7535769939422607,0.6203023195266724,,
three_layer,relu,0.0001,0.1,32,1e-05,128,64,0.7538154721260071,0.6200620532035828,16.0,
two_layer,relu,0.0001,0.1,32,0.0001,128,32,0.7538322806358337,0.6200450658798218,,
four_layer,relu,0.001,0.1,64,0.0001,64,64,0.7538382411003113,0.6200389862060547,32.0,16.0
three_layer,tanh,0.0001,0.3,32,0.001,128,64,0.7538895010948181,0.6199873685836792,32.0,
four_layer,tanh,0.001,0.3,32,0.0001,64,32,0.75397789478302,0.61989825963974,16.0,16.0
four_layer,relu,0.001,0.3,64,1e-05,128,64,0.7539888620376587,0.6198871731758118,16.0,16.0
two_layer,relu,0.0005,0.3,64,1e-05,128,64,0.7540417909622192,0.6198338270187378,,
four_layer,relu,0.001,0.1,32,0.0001,64,32,0.7540560364723206,0.6198194026947021,16.0,16.0
two_layer,relu,0.001,0.3,64,1e-05,64,64,0.7540920376777649,0.6197831630706787,,
three_layer,tanh,0.001,0.1,64,0.001,64,64,0.7540925741195679,0.6197826266288757,16.0,
three_layer,tanh,0.001,0.1,32,1e-05,128,32,0.7543036937713623,0.6195697784423828,32.0,
four_layer,tanh,0.001,0.1,32,1e-05,128,32,0.754428505897522,0.6194437742233276,16.0,16.0
two_layer,relu,0.0005,0.3,32,0.0001,64,64,0.7544936537742615,0.6193780303001404,,
four_layer,tanh,0.0001,0.1,32,0.0001,128,64,0.7545100450515747,0.6193615198135376,32.0,16.0
two_layer,tanh,0.0005,0.3,32,0.0001,64,64,0.7545967102050781,0.6192740797996521,,
three_layer,tanh,0.0001,0.1,64,0.001,64,64,0.7546935081481934,0.6191763877868652,16.0,
two_layer,relu,0.001,0.3,32,0.0001,64,32,0.754734218120575,0.619135320186615,,
two_layer,relu,0.0005,0.1,32,0.0001,128,64,0.7547802925109863,0.6190887689590454,,
four_layer,relu,0.0001,0.1,32,1e-05,128,32,0.7549064755439758,0.6189613938331604,16.0,16.0
four_layer,relu,0.001,0.1,64,1e-05,64,32,0.7550302147865295,0.618836522102356,16.0,16.0
two_layer,relu,0.001,0.1,32,1e-05,128,32,0.7550675868988037,0.6187987327575684,,
two_layer,tanh,0.0001,0.1,32,0.0001,64,32,0.7551068663597107,0.6187590956687927,,
four_layer,relu,0.001,0.3,32,0.001,128,64,0.7551820874214172,0.6186831593513489,32.0,16.0
two_layer,tanh,0.0005,0.3,32,0.001,64,32,0.7553147673606873,0.618549108505249,,
three_layer,relu,0.0001,0.1,64,0.0001,64,32,0.7554459571838379,0.6184166669845581,32.0,
four_layer,relu,0.001,0.3,32,1e-05,128,64,0.7555177211761475,0.6183440685272217,32.0,16.0
two_layer,tanh,0.001,0.1,32,0.0001,64,32,0.7555942535400391,0.6182668209075928,,
three_layer,tanh,0.0005,0.3,64,0.0001,128,64,0.7556584477424622,0.6182019710540771,32.0,
two_layer,tanh,0.001,0.3,64,1e-05,64,64,0.7557015419006348,0.6181584000587463,,
two_layer,tanh,0.0005,0.1,64,1e-05,128,32,0.7557044625282288,0.6181554794311523,,
two_layer,relu,0.001,0.1,64,0.001,64,64,0.7557828426361084,0.6180762052536011,,
three_layer,tanh,0.001,0.3,64,0.001,128,64,0.7560832500457764,0.6177725791931152,16.0,
four_layer,tanh,0.0005,0.1,32,0.0001,128,64,0.756085216999054,0.6177705526351929,32.0,16.0
four_layer,relu,0.001,0.1,64,0.001,128,32,0.7561540007591248,0.6177010536193848,32.0,16.0
two_layer,tanh,0.0005,0.3,64,0.0001,128,32,0.7561876177787781,0.6176670789718628,,
two_layer,relu,0.001,0.3,32,0.0001,64,64,0.7563016414642334,0.6175517439842224,,
four_layer,tanh,0.001,0.3,32,0.001,128,64,0.756342887878418,0.6175099611282349,32.0,16.0
three_layer,tanh,0.0001,0.1,64,1e-05,128,64,0.7563714385032654,0.6174811124801636,16.0,
two_layer,tanh,0.0005,0.1,64,0.0001,128,64,0.756424069404602,0.6174279451370239,,
two_layer,tanh,0.001,0.1,64,0.001,128,32,0.756446123123169,0.6174055933952332,,
three_layer,relu,0.001,0.1,32,0.001,128,64,0.7564738392829895,0.617377519607544,16.0,
two_layer,tanh,0.0005,0.3,64,0.0001,64,64,0.7565450668334961,0.6173055171966553,,
two_layer,relu,0.0005,0.3,64,0.0001,128,64,0.7566334009170532,0.6172161102294922,,
three_layer,tanh,0.001,0.3,32,0.0001,128,32,0.7567405700683594,0.617107629776001,32.0,
three_layer,relu,0.001,0.3,32,0.0001,64,64,0.7567417621612549,0.6171064376831055,16.0,
two_layer,relu,0.0001,0.1,64,0.001,128,64,0.7567849159240723,0.6170628070831299,,
three_layer,relu,0.0001,0.1,32,0.0001,64,64,0.7568114995956421,0.6170359253883362,32.0,
three_layer,tanh,0.0005,0.1,32,0.0001,128,32,0.7568951845169067,0.6169511675834656,32.0,
two_layer,relu,0.0005,0.1,32,0.001,64,32,0.756978452205658,0.6168668866157532,,
three_layer,tanh,0.0005,0.3,64,0.001,64,32,0.7572230100631714,0.6166192889213562,32.0,
three_layer,tanh,0.0005,0.3,32,0.0001,128,32,0.757275402545929,0.6165663003921509,32.0,
three_layer,relu,0.0005,0.1,64,1e-05,128,32,0.7572864294052124,0.6165550947189331,16.0,
three_layer,relu,0.0001,0.1,64,0.0001,128,64,0.7573521733283997,0.616488516330719,16.0,
three_layer,relu,0.001,0.1,32,0.001,128,64,0.7573652863502502,0.6164752244949341,32.0,
three_layer,relu,0.001,0.3,32,0.001,64,64,0.7573930025100708,0.6164471507072449,32.0,
three_layer,tanh,0.001,0.3,64,1e-05,128,32,0.757443904876709,0.6163956522941589,32.0,
three_layer,tanh,0.0005,0.1,64,1e-05,128,64,0.7574536204338074,0.6163856983184814,32.0,
three_layer,relu,0.0005,0.3,64,1e-05,64,32,0.7576434016227722,0.6161935329437256,32.0,
three_layer,tanh,0.0005,0.3,32,0.0001,64,32,0.7577177286148071,0.6161181926727295,32.0,
two_layer,relu,0.0005,0.1,64,0.001,64,32,0.7577310800552368,0.6161046028137207,,
three_layer,tanh,0.001,0.1,64,0.0001,64,64,0.757892906665802,0.6159406900405884,32.0,
two_layer,tanh,0.001,0.1,64,0.0001,64,32,0.7579272985458374,0.61590576171875,,
three_layer,tanh,0.0005,0.1,32,1e-05,128,64,0.7580438852310181,0.6157876253128052,16.0,
two_layer,relu,0.0005,0.3,64,0.001,128,32,0.7581689953804016,0.6156607866287231,,
three_layer,tanh,0.001,0.3,32,0.001,128,64,0.7581779360771179,0.6156517267227173,32.0,
four_layer,tanh,0.0005,0.1,32,1e-05,128,32,0.7582210898399353,0.6156079769134521,32.0,16.0
four_layer,tanh,0.001,0.1,32,0.0001,128,32,0.7582822442054749,0.6155459880828857,16.0,16.0
three_layer,relu,0.001,0.1,64,0.0001,128,64,0.758534848690033,0.6152898073196411,16.0,
two_layer,tanh,0.0005,0.3,32,1e-05,128,32,0.7585846185684204,0.6152392625808716,,
three_layer,relu,0.001,0.1,64,1e-05,128,64,0.7585875988006592,0.6152362823486328,32.0,
two_layer,relu,0.0001,0.3,32,1e-05,128,32,0.7587587833404541,0.6150625944137573,,
two_layer,tanh,0.001,0.3,32,0.001,64,64,0.7587953805923462,0.615025520324707,,
three_layer,relu,0.001,0.3,32,0.0001,64,32,0.7588490843772888,0.6149710416793823,32.0,
four_layer,relu,0.001,0.1,64,0.001,128,64,0.7588866949081421,0.6149328351020813,16.0,16.0
two_layer,relu,0.0005,0.1,64,1e-05,64,64,0.7590377330780029,0.6147794723510742,,
two_layer,tanh,0.0001,0.1,64,0.001,128,64,0.7590488195419312,0.6147683262825012,,
four_layer,relu,0.001,0.1,64,1e-05,64,64,0.7590872049331665,0.6147292852401733,16.0,16.0
three_layer,tanh,0.001,0.1,64,0.001,64,32,0.7590880990028381,0.6147284507751465,16.0,
two_layer,relu,0.001,0.1,32,1e-05,64,32,0.759223461151123,0.6145910024642944,,
three_layer,relu,0.0005,0.1,32,0.001,64,64,0.7592239379882812,0.6145905256271362,32.0,
three_layer,relu,0.001,0.3,32,1e-05,128,32,0.759299635887146,0.614513635635376,32.0,
four_layer,tanh,0.0001,0.1,32,0.001,64,32,0.7593125700950623,0.6145005226135254,32.0,16.0
four_layer,tanh,0.0005,0.3,32,0.0001,128,64,0.75937420129776,0.6144379377365112,16.0,16.0
three_layer,relu,0.001,0.1,32,0.0001,128,64,0.7594162821769714,0.6143952012062073,32.0,
three_layer,tanh,0.001,0.3,64,0.001,128,32,0.7595544457435608,0.6142548322677612,16.0,
three_layer,relu,0.001,0.3,64,1e-05,128,64,0.7596176266670227,0.6141906976699829,32.0,
two_layer,relu,0.0001,0.3,32,0.001,128,32,0.7596561312675476,0.6141515970230103,,
three_layer,tanh,0.001,0.1,64,0.001,128,64,0.7597330808639526,0.6140733957290649,32.0,
three_layer,relu,0.0001,0.3,32,1e-05,64,32,0.7597841024398804,0.6140215992927551,32.0,
three_layer,relu,0.001,0.3,64,0.0001,128,64,0.7598119974136353,0.613993227481842,16.0,
four_layer,tanh,0.0005,0.1,32,0.001,128,32,0.7598207592964172,0.6139843463897705,16.0,16.0
two_layer,relu,0.0001,0.3,64,0.0001,64,64,0.7599360942840576,0.6138671040534973,,
three_layer,relu,0.001,0.3,64,1e-05,64,32,0.7600423693656921,0.6137591600418091,32.0,
three_layer,relu,0.001,0.1,64,0.0001,128,32,0.7600442171096802,0.6137572526931763,32.0,
three_layer,tanh,0.001,0.1,64,0.0001,64,32,0.7601649761199951,0.613634467124939,16.0,
three_layer,tanh,0.0005,0.1,64,0.001,64,64,0.7601889967918396,0.6136100888252258,32.0,
three_layer,tanh,0.0005,0.1,32,0.001,128,64,0.7602528929710388,0.6135451197624207,32.0,
three_layer,tanh,0.001,0.1,64,0.001,128,64,0.7603205442428589,0.6134763360023499,16.0,
three_layer,relu,0.001,0.1,32,0.001,64,32,0.7603909969329834,0.6134046912193298,32.0,
four_layer,tanh,0.0005,0.3,32,0.001,64,64,0.760410726070404,0.6133846640586853,32.0,16.0
three_layer,relu,0.0005,0.3,32,1e-05,64,32,0.7604279518127441,0.6133671402931213,16.0,
three_layer,tanh,0.001,0.1,64,0.001,64,32,0.7604349255561829,0.6133600473403931,32.0,
three_layer,relu,0.001,0.3,64,1e-05,128,64,0.7606801986694336,0.6131105422973633,16.0,
two_layer,relu,0.0001,0.1,32,1e-05,128,64,0.760688066482544,0.6131025552749634,,
three_layer,relu,0.001,0.1,32,0.001,64,32,0.7607905864715576,0.6129982471466064,16.0,
two_layer,tanh,0.0005,0.3,64,0.001,128,32,0.7608250975608826,0.6129631996154785,,
three_layer,relu,0.001,0.1,32,0.0001,64,32,0.7608333826065063,0.6129547357559204,32.0,
four_layer,tanh,0.0005,0.3,64,1e-05,128,64,0.7608854174613953,0.6129018068313599,32.0,16.0
three_layer,tanh,0.0005,0.3,64,0.001,128,32,0.7608867883682251,0.6129003763198853,16.0,
three_layer,relu,0.0005,0.3,64,1e-05,64,64,0.7609148621559143,0.6128718852996826,32.0,
two_layer,relu,0.0001,0.1,32,0.0001,64,64,0.7610741257667542,0.6127097606658936,,
four_layer,tanh,0.0001,0.1,32,0.001,64,64,0.7610819339752197,0.6127017736434937,32.0,16.0
four_layer,relu,0.0005,0.3,64,0.0001,128,64,0.7611910104751587,0.6125907897949219,16.0,16.0
two_layer,tanh,0.0005,0.3,64,0.001,64,64,0.7612461447715759,0.6125347018241882,,
two_layer,tanh,0.0005,0.1,64,1e-05,128,64,0.7612584233283997,0.6125221848487854,,
three_layer,relu,0.001,0.1,32,0.0001,128,32,0.761394739151001,0.6123833656311035,16.0,
two_layer,tanh,0.0005,0.3,32,1e-05,64,64,0.7615123987197876,0.6122636198997498,,
four_layer,relu,0.001,0.1,32,0.0001,128,64,0.7615774869918823,0.6121972799301147,16.0,16.0
three_layer,tanh,0.001,0.3,64,0.001,128,64,0.7615871429443359,0.6121874451637268,32.0,
three_layer,relu,0.001,0.3,64,0.0001,64,32,0.7616636753082275,0.6121095418930054,16.0,
three_layer,tanh,0.0005,0.1,64,0.0001,128,64,0.7616870999336243,0.6120857000350952,16.0,
three_layer,tanh,0.001,0.3,64,0.001,64,64,0.7618284225463867,0.6119416952133179,16.0,
four_layer,tanh,0.0005,0.3,64,1e-05,128,32,0.7618542909622192,0.6119153499603271,16.0,16.0
two_layer,relu,0.001,0.3,64,0.001,64,32,0.7619794607162476,0.6117878556251526,,
three_layer,tanh,0.0005,0.1,64,1e-05,128,32,0.7620382308959961,0.6117279529571533,32.0,
four_layer,tanh,0.001,0.1,32,0.0001,128,64,0.7621122598648071,0.6116524934768677,16.0,16.0
four_layer,relu,0.001,0.1,32,1e-05,64,32,0.7621549367904663,0.6116089820861816,16.0,16.0
three_layer,tanh,0.001,0.3,32,1e-05,128,64,0.7621554732322693,0.6116084456443787,32.0,
three_layer,tanh,0.001,0.1,64,0.0001,64,64,0.7622947692871094,0.6114665269851685,16.0,
three_layer,relu,0.0005,0.1,64,1e-05,64,64,0.7622974514961243,0.611463725566864,16.0,
three_layer,relu,0.001,0.3,32,0.001,64,32,0.762302815914154,0.6114583015441895,16.0,
four_layer,tanh,0.001,0.1,64,0.001,64,64,0.7623643279075623,0.6113954782485962,32.0,16.0
four_layer,tanh,0.001,0.1,64,0.001,64,32,0.7623820900917053,0.611377477645874,16.0,16.0
four_layer,tanh,0.0005,0.1,64,1e-05,128,32,0.7625176310539246,0.6112392544746399,16.0,16.0
three_layer,tanh,0.001,0.1,32,0.001,64,32,0.7626043558120728,0.6111507415771484,32.0,
three_layer,relu,0.001,0.1,32,1e-05,128,32,0.7626321911811829,0.6111224293708801,16.0,
three_layer,tanh,0.001,0.3,64,0.001,64,64,0.762665331363678,0.6110886335372925,32.0,
three_layer,relu,0.0005,0.3,32,1e-05,64,32,0.762721836566925,0.6110309958457947,32.0,
three_layer,tanh,0.001,0.1,64,1e-05,64,32,0.762772262096405,0.6109795570373535,16.0,
four_layer,tanh,0.0005,0.1,32,0.001,64,32,0.762802004814148,0.6109492778778076,32.0,16.0
three_layer,relu,0.0001,0.1,32,0.001,128,32,0.762925922870636,0.6108227968215942,16.0,
two_layer,relu,0.0005,0.3,64,1e-05,64,32,0.7629438042640686,0.610804557800293,,
two_layer,tanh,0.001,0.3,32,0.0001,64,32,0.7629892826080322,0.6107581853866577,,
two_layer,tanh,0.001,0.3,32,1e-05,64,64,0.7630179524421692,0.610728919506073,,
four_layer,tanh,0.001,0.1,32,1e-05,64,32,0.7630473375320435,0.610698938369751,32.0,16.0
three_layer,tanh,0.001,0.1,64,1e-05,128,32,0.7630612850189209,0.6106846928596497,16.0,
two_layer,tanh,0.0005,0.3,64,0.001,128,64,0.7631073594093323,0.6106376647949219,,
three_layer,relu,0.001,0.1,64,0.001,128,32,0.7631341814994812,0.61061030626297,16.0,
three_layer,relu,0.001,0.3,32,0.001,64,32,0.7633119225502014,0.6104288697242737,32.0,
three_layer,relu,0.001,0.3,64,0.0001,64,64,0.763324499130249,0.610416054725647,16.0,
three_layer,tanh,0.0005,0.3,64,1e-05,64,64,0.7633741497993469,0.6103653907775879,32.0,
three_layer,tanh,0.0001,0.1,32,1e-05,64,32,0.7634058594703674,0.6103329658508301,32.0,
three_layer,relu,0.0005,0.1,32,0.0001,128,64,0.7634212374687195,0.6103173494338989,16.0,
four_layer,relu,0.001,0.3,32,0.001,64,64,0.7634854316711426,0.610251784324646,32.0,16.0
three_layer,relu,0.001,0.1,64,0.0001,64,64,0.7634869813919067,0.6102501749992371,32.0,
three_layer,relu,0.001,0.3,32,1e-05,64,64,0.7635146379470825,0.6102219820022583,32.0,
two_layer,relu,0.0005,0.1,64,0.001,128,64,0.7635418772697449,0.6101941466331482,,
three_layer,tanh,0.0005,0.3,64,0.0001,128,64,0.7635565400123596,0.6101791858673096,16.0,
two_layer,relu,0.0001,0.3,64,0.001,128,64,0.7636250257492065,0.610109269618988,,
two_layer,tanh,0.001,0.3,32,0.001,128,64,0.7636781334877014,0.6100549697875977,,
four_layer,tanh,0.001,0.1,32,0.0001,128,32,0.7637092471122742,0.6100232601165771,32.0,16.0
three_layer,tanh,0.0001,0.3,32,1e-05,128,32,0.7637256979942322,0.6100064516067505,32.0,
three_layer,tanh,0.001,0.3,32,1e-05,128,32,0.7639054656028748,0.6098228693008423,32.0,
three_layer,relu,0.001,0.1,32,0.0001,128,64,0.7639226317405701,0.6098052859306335,16.0,
two_layer,tanh,0.0001,0.3,64,1e-05,128,32,0.763961911201477,0.6097651124000549,,
three_layer,relu,0.0005,0.3,32,0.0001,128,32,0.7639649510383606,0.6097620129585266,32.0,
two_layer,tanh,0.0001,0.3,64,0.0001,128,32,0.7641258239746094,0.6095976829528809,,
two_layer,relu,0.0001,0.3,32,0.001,64,64,0.7641294598579407,0.6095939874649048,,
three_layer,relu,0.0005,0.1,32,0.0001,128,32,0.7641847133636475,0.6095374822616577,32.0,
three_layer,relu,0.0001,0.1,64,0.0001,128,32,0.7642195820808411,0.609501838684082,32.0,
two_layer,tanh,0.001,0.3,64,0.001,64,32,0.7642860412597656,0.6094339489936829,,
two_layer,tanh,0.001,0.1,32,0.0001,128,32,0.7643428444862366,0.6093758940696716,,
four_layer,relu,0.0005,0.1,64,0.001,64,32,0.7643644213676453,0.60935378074646,16.0,16.0
four_layer,tanh,0.0005,0.1,64,0.001,64,64,0.7643665671348572,0.609351634979248,16.0,16.0
four_layer,tanh,0.001,0.1,32,0.001,128,32,0.7643680572509766,0.6093500852584839,32.0,16.0
two_layer,tanh,0.0001,0.3,32,0.0001,128,64,0.7643782496452332,0.609339714050293,,
three_layer,tanh,0.001,0.3,32,0.001,128,32,0.7644158601760864,0.6093012094497681,32.0,
three_layer,relu,0.0005,0.3,32,0.001,64,32,0.7644616961479187,0.6092543601989746,16.0,
three_layer,tanh,0.001,0.3,32,1e-05,128,32,0.7645310759544373,0.6091834306716919,16.0,
two_layer,relu,0.0001,0.3,32,1e-05,64,32,0.764701783657074,0.6090089082717896,,
four_layer,tanh,0.0005,0.1,64,0.001,128,64,0.7648212909698486,0.60888671875,32.0,16.0
two_layer,relu,0.001,0.3,64,0.0001,64,64,0.7649135589599609,0.6087923049926758,,
three_layer,relu,0.001,0.3,64,0.0001,128,32,0.7649630904197693,0.6087416410446167,32.0,
four_layer,tanh,0.0005,0.1,64,0.0001,128,64,0.7649779915809631,0.608726441860199,16.0,16.0
three_layer,relu,0.001,0.3,32,0.0001,128,64,0.7652021646499634,0.608497142791748,16.0,
two_layer,tanh,0.001,0.3,32,0.001,64,32,0.765254557132721,0.6084434986114502,,
three_layer,tanh,0.0005,0.1,64,0.001,128,32,0.7652583718299866,0.608439564704895,32.0,
three_layer,tanh,0.001,0.1,32,0.0001,128,64,0.7653209567070007,0.6083754897117615,32.0,
four_layer,relu,0.001,0.1,32,0.001,128,64,0.7653384804725647,0.6083575487136841,32.0,16.0
four_layer,relu,0.0005,0.1,64,0.0001,128,64,0.7653555274009705,0.6083401441574097,16.0,16.0
three_layer,tanh,0.001,0.3,32,0.0001,128,64,0.7654940485954285,0.608198344707489,32.0,
three_layer,relu,0.001,0.1,64,1e-05,128,32,0.7656099200248718,0.608079731464386,16.0,
four_layer,tanh,0.001,0.1,64,0.0001,64,64,0.7656234502792358,0.6080659031867981,16.0,16.0
three_layer,relu,0.0005,0.1,32,0.0001,64,32,0.7656858563423157,0.6080019474029541,32.0,
two_layer,tanh,0.0001,0.1,32,1e-05,128,64,0.7657505869865417,0.6079356670379639,,
three_layer,relu,0.0005,0.3,64,0.0001,128,32,0.7658784985542297,0.6078046560287476,16.0,
four_layer,tanh,0.001,0.1,32,0.0001,64,64,0.7659268379211426,0.607755184173584,16.0,16.0
two_layer,tanh,0.001,0.1,64,0.0001,64,64,0.766110360622406,0.6075671911239624,,
three_layer,relu,0.0005,0.1,32,0.001,128,64,0.7661246657371521,0.6075525879859924,16.0,
three_layer,relu,0.0001,0.1,32,0.0001,64,32,0.7661405205726624,0.6075363159179688,16.0,
four_layer,relu,0.0005,0.1,64,1e-05,128,32,0.7661948204040527,0.6074806451797485,16.0,16.0
two_layer,tanh,0.0001,0.1,64,0.0001,64,32,0.7662619948387146,0.6074118614196777,,
four_layer,relu,0.001,0.3,64,0.0001,64,64,0.7664386034011841,0.6072309017181396,32.0,16.0
four_layer,relu,0.001,0.1,64,1e-05,128,32,0.7664394974708557,0.6072299480438232,32.0,16.0
four_layer,tanh,0.0001,0.3,32,0.001,128,32,0.7664557099342346,0.6072133183479309,32.0,16.0
two_layer,relu,0.001,0.1,32,0.0001,64,32,0.7665172219276428,0.6071503162384033,,
four_layer,tanh,0.0001,0.3,32,0.0001,128,32,0.7666411995887756,0.6070231199264526,32.0,16.0
three_layer,relu,0.001,0.1,64,1e-05,128,64,0.7666584253311157,0.6070055961608887,16.0,
two_layer,relu,0.0001,0.1,64,0.001,128,32,0.7666695713996887,0.606994092464447,,
two_layer,tanh,0.0005,0.1,64,1e-05,64,64,0.7667152285575867,0.6069473028182983,,
three_layer,tanh,0.0001,0.1,64,0.001,64,64,0.7667409777641296,0.6069208383560181,32.0,
four_layer,tanh,0.0001,0.3,64,0.001,128,32,0.7667713165283203,0.6068897247314453,32.0,16.0
two_layer,relu,0.0005,0.3,32,1e-05,64,64,0.7668886184692383,0.6067694425582886,,
two_layer,tanh,0.0001,0.1,32,0.001,64,32,0.7669159770011902,0.6067414283752441,,
three_layer,tanh,0.001,0.3,32,1e-05,64,32,0.7669358253479004,0.6067211031913757,16.0,
four_layer,tanh,0.001,0.1,32,0.001,128,64,0.7670036554336548,0.6066514849662781,32.0,16.0
three_layer,tanh,0.001,0.1,32,0.0001,64,32,0.7670348882675171,0.6066194772720337,16.0,
four_layer,tanh,0.0005,0.1,64,0.001,128,32,0.7670386433601379,0.6066156029701233,16.0,16.0
three_layer,tanh,0.0001,0.1,64,1e-05,128,32,0.7670590877532959,0.6065946221351624,16.0,
three_layer,relu,0.0005,0.3,32,0.001,128,32,0.7670899033546448,0.6065630316734314,16.0,
three_layer,relu,0.001,0.3,32,0.0001,128,64,0.7671129703521729,0.6065393686294556,32.0,
four_layer,tanh,0.0001,0.1,32,1e-05,128,64,0.7671142220497131,0.6065381169319153,32.0,16.0
four_layer,tanh,0.001,0.1,32,0.001,128,64,0.7671285271644592,0.6065233945846558,16.0,16.0
three_layer,tanh,0.001,0.1,32,0.001,128,64,0.7671326398849487,0.6065192222595215,32.0,
three_layer,relu,0.001,0.3,32,1e-05,128,32,0.7672464847564697,0.6064023971557617,16.0,
two_layer,tanh,0.001,0.1,32,0.001,64,32,0.7672474980354309,0.6064013242721558,,
four_layer,relu,0.0005,0.3,32,0.001,64,64,0.7672644257545471,0.6063840389251709,16.0,16.0
four_layer,tanh,0.0001,0.3,32,0.001,64,32,0.7673112154006958,0.6063359975814819,32.0,16.0
four_layer,tanh,0.0001,0.3,32,1e-05,128,32,0.7673355937004089,0.6063109636306763,16.0,16.0
two_layer,relu,0.0001,0.3,32,0.0001,128,64,0.7674193978309631,0.6062248945236206,,
four_layer,tanh,0.001,0.1,64,0.001,128,64,0.7674311995506287,0.606212854385376,32.0,16.0
four_layer,tanh,0.001,0.1,32,0.0001,64,32,0.7674384117126465,0.6062054634094238,32.0,16.0
three_layer,tanh,0.0001,0.3,64,1e-05,128,64,0.7674554586410522,0.6061879396438599,32.0,
three_layer,relu,0.0005,0.3,32,1e-05,128,32,0.7675476670265198,0.6060932874679565,16.0,
three_layer,tanh,0.0005,0.3,32,1e-05,64,32,0.7676461338996887,0.605992317199707,32.0,
two_layer,relu,0.0001,0.1,32,0.001,128,32,0.7677303552627563,0.6059057712554932,,
four_layer,tanh,0.001,0.1,64,0.001,64,32,0.7677972316741943,0.6058371067047119,32.0,16.0
two_layer,tanh,0.001,0.1,32,1e-05,128,32,0.7678239345550537,0.6058096885681152,,
two_layer,relu,0.0005,0.1,64,0.001,128,32,0.7680081725120544,0.6056205034255981,,
three_layer,relu,0.001,0.3,32,0.001,128,32,0.7680084705352783,0.6056202054023743,32.0,
three_layer,relu,0.001,0.3,32,0.001,128,64,0.768044114112854,0.6055836081504822,16.0,
three_layer,tanh,0.001,0.1,32,0.001,128,32,0.7680460214614868,0.6055816411972046,32.0,
four_layer,relu,0.001,0.1,64,0.001,128,32,0.7681080102920532,0.6055179834365845,16.0,16.0
three_layer,relu,0.0005,0.3,32,0.0001,128,64,0.7681466937065125,0.6054781675338745,16.0,
three_layer,tanh,0.001,0.3,64,0.0001,128,64,0.7682144045829773,0.6054086685180664,32.0,
three_layer,relu,0.001,0.1,64,0.001,128,64,0.7682780027389526,0.6053433418273926,16.0,
three_layer,tanh,0.0005,0.3,32,0.0001,128,64,0.7684012651443481,0.6052166819572449,32.0,
three_layer,tanh,0.001,0.1,32,0.001,128,32,0.7684105038642883,0.6052072048187256,16.0,
two_layer,tanh,0.0005,0.1,32,0.0001,128,64,0.7684655785560608,0.6051506400108337,,
four_layer,tanh,0.001,0.1,64,1e-05,128,32,0.7684803605079651,0.605135440826416,16.0,16.0
three_layer,tanh,0.001,0.1,32,0.001,128,64,0.7685284614562988,0.6050859689712524,16.0,
four_layer,tanh,0.0001,0.1,64,0.0001,128,64,0.7685338854789734,0.6050804257392883,16.0,16.0
three_layer,relu,0.001,0.1,32,0.001,128,32,0.7686554789543152,0.6049554347991943,16.0,
four_layer,tanh,0.0001,0.3,32,1e-05,64,64,0.7686852216720581,0.6049248576164246,32.0,16.0
four_layer,relu,0.0005,0.1,64,0.0001,128,32,0.768696129322052,0.6049136519432068,32.0,16.0
three_layer,tanh,0.0005,0.3,64,0.001,64,64,0.7687088251113892,0.604900598526001,32.0,
three_layer,relu,0.0005,0.1,64,0.001,128,32,0.7688950896263123,0.6047091484069824,32.0,
three_layer,tanh,0.0005,0.1,32,1e-05,128,32,0.7689156532287598,0.6046879291534424,16.0,
